ID,Source,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,End_Lat,End_Lng,Distance(mi),Description,Street,City,County,State,Zipcode,Country,Timezone,Airport_Code,Weather_Timestamp,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,Civil_Twilight,Nautical_Twilight,Astronomical_Twilight
A-512802,Source2,3,2022-09-08 08:02:20,2022-09-08 08:31:59,41.047195,-73.803398,,,0.0,Two lanes blocked due to crash on I-287 Cross Westchester Expy Southbound at Exit 4 NY-100A Knollwood Rd.,Cross Westchester Expy W,White Plains,Westchester,NY,10603,US,US/Eastern,KHPN,2022-09-08 07:56:00,65.0,65.0,78.0,29.49,10.0,N,8.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-512804,Source2,1,2022-09-08 08:44:51,2022-09-08 09:14:23,32.408241,-93.803741,,,0.0,Crash on Kaylin Dr at Avalon Dr.,Avalon Dr,Shreveport,Caddo,LA,71118-2533,US,US/Central,KSHV,2022-09-08 08:53:00,76.0,76.0,76.0,29.75,10.0,NNE,8.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-512805,Source2,2,2022-09-08 07:02:19,2022-09-08 07:31:12,38.582066,-121.46299,,,0.0,Crash on I-80-BR Eastbound after Exits 7A 7B 30th St.,I-80-BR,Sacramento,Sacramento,CA,95816,US,US/Pacific,KSAC,2022-09-08 06:53:00,68.0,,65.0,29.79,10.0,,,0.0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-512806,Source2,3,2022-09-08 09:07:37,2022-09-08 09:34:53,36.204632,-86.777,,,1.0,Entry ramp to I-65 Southbound from Brick Church Pike Southbound closed due to multi-vehicle crash.,I-24 E,Nashville,Davidson,TN,37207,US,US/Central,KBNA,2022-09-08 08:53:00,73.0,73.0,64.0,29.33,10.0,NE,9.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-512807,Source2,3,2022-09-08 08:08:48,2022-09-08 09:08:05,32.839321000000005,-97.282082,,,0.0,One lane blocked and shoulder blocked due to crash on I-820 Eastbound at Exit 18 Haltom Rd.,I-820 E,Haltom City,Tarrant,TX,76117,US,US/Central,KFWD,2022-09-08 07:53:00,76.0,76.0,85.0,29.2,10.0,NNE,5.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-512809,Source2,3,2022-09-08 07:23:20,2022-09-08 07:51:43,30.47839500000001,-83.93276999999998,,,0.0,Right lane blocked due to crash on I-10 Eastbound after Exit 217 / FL-59 Gamble Rd before Waukeenah Hwy .,I-10,Monticello,Jefferson,FL,32344,US,US/Eastern,KTVI,2022-09-08 07:15:00,73.0,73.0,94.0,29.53,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-512811,Source2,1,2022-09-08 08:13:33,2022-09-08 08:42:54,43.034481,-89.406654,,,0.0,Right hand shoulder blocked due to crash on US-12 Beltline Hwy Westbound at Exits 260A 260A-B 260B CR-D.,Fish Hatchery Rd,Madison,Dane,WI,53713,US,US/Central,KMSN,2022-09-08 07:53:00,67.0,67.0,87.0,29.11,10.0,CALM,0.0,0.0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-512812,Source3,1,2022-09-08 05:54:24,2022-09-08 06:24:06,32.699718,-117.143761,,,0.0,Right hand shoulder blocked due to crash on I-5 Southbound at Exits 13B 14A 14B CA-75.,National Ave,San Diego,San Diego,CA,92113-2153,US,US/Pacific,KSAN,2022-09-08 05:51:00,75.0,75.0,87.0,29.83,8.0,W,3.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
A-512816,Source2,1,2022-09-08 07:56:19,2022-09-08 08:25:34,27.93866,-82.752899,,,0.0,Lane blocked due to crash on Robin Hood Ln at CR-464 Belleair Rd.,Belleair Rd,Clearwater,Pinellas,FL,33764-2576,US,US/Eastern,KPIE,2022-09-08 07:53:00,80.0,80.0,96.0,29.78,10.0,SSE,5.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-512817,Source2,1,2022-09-08 08:40:04,2022-09-08 09:09:08,27.981243,-82.335037,,,0.0,Crash on FL-574 Dr Martin Luther King Jr Blvd at Falkenburg Rd.,E Dr Martin Luther King Jr Blvd,Tampa,Hillsborough,FL,33619,US,US/Eastern,KTPF,2022-09-08 08:35:00,41.0,38.0,,29.79,10.0,SSW,5.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-512818,Source2,1,2022-09-08 07:52:56,2022-09-08 08:22:26,35.060604,-80.95616899999997,,,0.0,Crash on I-77 Northbound at Exit 88 SC-98 Gold Hill Rd.,I-77 N,Fort Mill,York,SC,29708,US,US/Eastern,KUZA,2022-09-08 07:54:00,70.0,70.0,81.0,29.2,10.0,VAR,7.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-512819,Source2,3,2022-09-08 07:28:32,2022-09-08 07:58:20,40.694084,-89.675552,,,0.0,Lane blocked due to crash on I-474 Eastbound at Exit 3A Maxwell Conn.,I-474,Peoria,Peoria,IL,61604,US,US/Central,KPIA,2022-09-08 07:54:00,65.0,65.0,84.0,29.35,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-512820,Source2,1,2022-09-08 09:16:34,2022-09-08 10:01:58,42.061821,-71.061485,,,0.0,Crash on MA-24 Southbound at MA-123 Belmont St.,MA-24 N,Brockton,Plymouth,MA,02301,US,US/Eastern,KMQE,2022-09-08 08:53:00,67.0,67.0,76.0,29.91,10.0,VAR,5.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-512822,Source2,1,2022-09-08 07:13:03,2022-09-08 08:42:07,26.598824,-81.897545,,,0.0,Lane blocked due to crash on CR-884 Colonial Blvd Westbound after McGregor Blvd.,Midpoint Memorial Brg,Cape Coral,Lee,FL,33990,US,US/Eastern,KFMY,2022-09-08 06:53:00,76.0,76.0,94.0,29.79,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-512823,Source2,3,2022-09-08 07:57:03,2022-09-08 08:26:48,41.512661,-88.098213,,,0.0,Lane blocked due to crash on I-80 Westbound before Exit 131 Raynor Ave.,I-80 E,Joliet,Will,IL,60436,US,US/Central,KJOT,2022-09-08 07:55:00,63.0,63.0,97.0,29.44,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-512824,Source2,1,2022-09-08 08:11:34,2022-09-08 09:12:04,41.893261,-87.629707,,,0.0,Crash on Ontario St at Dearborn St.,N Dearborn St,Chicago,Cook,IL,60654-3802,US,US/Central,KMDW,2022-09-08 07:53:00,69.0,69.0,65.0,29.39,10.0,CALM,0.0,0.0,Fair,True,False,True,False,False,False,False,False,True,False,False,True,False,Day,Day,Day,Day
A-512826,Source2,2,2022-09-08 07:58:22,2022-09-08 08:27:57,31.291901,-85.85652900000002,,,0.0,Lane blocked due to crash on AL-192 both ways at New Centre Dr.,Boll Weevil Cir,Enterprise,Coffee,AL,36330,US,US/Central,KLOR,2022-09-08 07:56:00,73.0,73.0,89.0,29.56,10.0,CALM,0.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-512827,Source2,1,2022-09-08 08:03:00,2022-09-08 08:32:40,32.38316,-94.023842,,,0.0,Crash on US-79 Greenwood Rd at Hearthwood Dr.,Greenwood Rd,Bethany,Caddo,LA,71007-8718,US,US/Central,KSHV,2022-09-08 07:53:00,73.0,73.0,81.0,29.74,10.0,NNE,3.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-512828,Source3,1,2022-09-08 05:50:14,2022-09-08 06:34:40,33.880268,-117.565598,,,0.0,Right hand shoulder blocked due to crash on CA-91 Westbound at Exit 50 Main St.,CA-91,Corona,Riverside,CA,92882,US,US/Pacific,KAJO,2022-09-08 05:56:00,73.0,73.0,71.0,29.29,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
A-512830,Source3,1,2022-09-08 07:50:21,2022-09-08 08:49:29,28.08422100000001,-81.995277,,,0.0,Lane blocked due to crash on CR-35A Kathleen Rd near Prine Rd.,Kathleen Rd,Lakeland,Polk,FL,33810,US,US/Eastern,KLAL,2022-09-08 07:50:00,75.0,75.0,100.0,29.56,10.0,CALM,0.0,0.0,Mostly Cloudy,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-512831,Source2,1,2022-09-08 08:47:16,2022-09-08 09:33:04,33.096676,-81.205658,,,0.0,Crash on US-321 Bufords Bridge Hwy at US-301 Burton's Ferry Hwy.,Burtons Ferry Hwy,Ulmer,Allendale,SC,29849,US,US/Eastern,KBNL,2022-09-08 08:55:00,72.0,72.0,94.0,29.6,10.0,NE,5.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-512832,Source2,3,2022-09-08 07:49:09,2022-09-08 08:34:48,40.642811,-89.540695,,,0.0,Lane blocked due to crash on I-74 Eastbound before Exit 98 Fahey Hollow Dr.,Fahey Hollow Dr,East Peoria,Tazewell,IL,61611,US,US/Central,KPIA,2022-09-08 07:54:00,65.0,65.0,84.0,29.35,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-512834,Source2,1,2022-09-08 07:56:56,2022-09-08 08:26:35,38.52541,-90.399338,,,0.0,Right hand shoulder blocked due to crash on I-270 Northbound after Exit 3 MO-30 Gravois Rd.,I-270 S,Saint Louis,St. Louis County,MO,63127,US,US/Central,KCPS,2022-09-08 07:53:00,65.0,65.0,93.0,29.59,10.0,NE,3.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-512835,Source2,3,2022-09-08 07:37:30,2022-09-08 08:26:24,38.58572,-90.216728,,,0.0,Right lane blocked due to crash on I-55 Southbound after Exit 206A Potomac St.,I-55 N,Saint Louis,St. Louis City,MO,63118,US,US/Central,KCPS,2022-09-08 07:53:00,65.0,65.0,93.0,29.59,10.0,NE,3.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-512836,Source2,1,2022-09-08 08:33:32,2022-09-08 09:02:58,34.219959,-79.796501,,,0.0,Crash on Sally Hill Farms Blvd at Cashua Dr.,Sally Hill Farms Blvd,Florence,Florence,SC,29501,US,US/Eastern,KFLO,2022-09-08 08:32:00,72.0,72.0,91.0,29.72,10.0,NE,10.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-512837,Source2,1,2022-09-08 08:44:02,2022-09-08 09:32:00,26.54722000000001,-81.80426800000002,,,0.0,Lane blocked due to crash on Daniels Pkwy Westbound at Palomino Ln.,Palomino Ln,Fort Myers,Lee,FL,33912-1448,US,US/Eastern,KRSW,2022-09-08 08:53:00,80.0,80.0,87.0,29.77,10.0,CALM,0.0,0.0,Fair,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-512838,Source2,1,2022-09-08 08:42:02,2022-09-08 09:32:00,26.547255,-81.799812,,,0.0,Crash on Daniels Pkwy near Danport Blvd.,Danport Blvd,Fort Myers,Lee,FL,33912,US,US/Eastern,KRSW,2022-09-08 08:53:00,80.0,80.0,87.0,29.77,10.0,CALM,0.0,0.0,Fair,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-512839,Source2,1,2022-09-08 08:07:00,2022-09-08 08:36:25,30.2449,-92.014549,,,0.0,Crash on Willow St at Evangeline Thwy.,NW Evangeline Trwy,Lafayette,Lafayette,LA,70501,US,US/Central,KLFT,2022-09-08 07:53:00,72.0,72.0,91.0,29.82,10.0,N,6.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-512840,Source2,2,2022-09-08 07:32:26,2022-09-08 08:02:01,30.251646,-92.034668,,,0.0,Crash on I-10 Eastbound at Exit 101 LA-182.,I-10,Lafayette,Lafayette,LA,70506,US,US/Central,KLFT,2022-09-08 07:53:00,72.0,72.0,91.0,29.82,10.0,N,6.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-512841,Source2,1,2022-09-08 08:22:16,2022-09-08 08:51:42,30.442348,-91.007439,,,0.0,Crash on LA-3245 at I-12 Exit 7.,I-12 E,Baton Rouge,East Baton Rouge,LA,70816,US,US/Central,KBTR,2022-09-08 08:45:00,74.0,74.0,93.0,29.8,10.0,NNW,3.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-512842,Source2,2,2022-09-08 06:05:30,2022-09-08 06:34:57,33.877323,-118.135681,,,0.0,Lane blocked due to crash on CA-91 Westbound at Exit 15 CA-19 Lakewood Blvd.,CA-91,Bellflower,Los Angeles,CA,90706,US,US/Pacific,KLGB,2022-09-08 05:53:00,74.0,74.0,85.0,29.77,7.0,S,5.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
A-512843,Source2,1,2022-09-08 08:23:25,2022-09-08 08:53:15,32.720295,-96.857025,,,0.0,Crash on Hampton Rd at Illinois Ave.,W Illinois Ave,Dallas,Dallas,TX,75224,US,US/Central,KRBD,2022-09-08 08:53:00,76.0,76.0,85.0,29.2,10.0,ESE,9.0,0.0,Mostly Cloudy,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-512844,Source2,1,2022-09-08 08:20:33,2022-09-08 09:20:15,33.02636,-96.829369,,,0.0,Lane blocked on exit ramp due to crash on President George Bush Tpke Westbound at Dallas North Tlwy.,Dallas Pkwy,Plano,Collin,TX,75093,US,US/Central,KADS,2022-09-08 08:47:00,77.0,77.0,74.0,29.27,13.0,E,8.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-512845,Source2,1,2022-09-08 07:59:46,2022-09-08 08:29:13,36.10836,-95.886459,,,0.0,Crash on OK-51 Westbound at Memorial Dr.,S Memorial Dr,Tulsa,Tulsa,OK,74145,US,US/Central,KRVS,2022-09-08 07:53:00,68.0,68.0,90.0,29.3,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-512846,Source2,1,2022-09-08 07:41:06,2022-09-08 08:33:38,38.507175,-90.338104,,,0.0,Right hand shoulder blocked due to crash on I-270 Northbound after Exit 1A I-55.,Rusty Rd,St Louis,St Louis,MO,63128,US,US/Central,KCPS,2022-09-08 07:53:00,65.0,65.0,93.0,29.59,10.0,NE,3.0,0.0,Fair,False,False,False,False,False,False,False,False,False,True,False,False,False,,,,
A-512847,Source2,1,2022-09-08 07:53:45,2022-09-08 08:51:09,26.330721,-81.79895,,,0.0,Lane blocked due to crash on CR-865 Bonita Beach Rd at Spanish Wells Blvd.,Bonita Beach Rd SE,Bonita Springs,Lee,FL,34135,US,US/Eastern,KAPF,2022-09-08 07:53:00,78.0,78.0,93.0,29.8,10.0,E,3.0,0.0,Fair,False,False,True,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-512848,Source2,1,2022-09-08 08:22:53,2022-09-08 08:52:08,26.56452,-81.863411,,,0.0,Crash on Crystal Dr near Wooddale Dr.,Crystal Dr,Fort Myers,Lee,FL,33907-4049,US,US/Eastern,KFMY,2022-09-08 07:53:00,77.0,77.0,94.0,29.8,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-512849,Source2,1,2022-09-08 08:19:58,2022-09-08 09:04:45,34.334839,-82.68544,,,0.0,Crash on SC-81 at Good Hope Church Rd.,Good Hope Church Rd,Iva,Anderson,SC,29655-9192,US,US/Eastern,KAND,2022-09-08 07:56:00,70.0,70.0,78.0,29.06,10.0,NE,8.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-512850,Source2,1,2022-09-08 08:34:04,2022-09-08 09:03:43,34.838051,-82.430153,,,0.0,Crash on US-123 Easley Bridge Rd at 2nd Ave.,2nd Ave,Greenville,Greenville,SC,29611-6416,US,US/Eastern,KGMU,2022-09-08 08:53:00,74.0,74.0,66.0,28.8,10.0,NE,9.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-512851,Source2,3,2022-09-08 08:06:55,2022-09-08 08:35:49,34.967566999999995,-82.005836,,,0.0,Left lane blocked due to crash on I-26 Eastbound at Exit 19 I-85.,I-26 W,Spartanburg,Spartanburg,SC,29301,US,US/Eastern,KSPA,2022-09-08 08:15:00,70.0,70.0,73.0,29.05,10.0,NE,7.0,0.0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-512852,Source2,3,2022-09-08 09:21:11,2022-09-08 10:09:32,38.988918,-76.883827,,,0.0,Three lanes blocked due to crash on I-495 Capital Beltway Outer Loop at Exits 22A 22B / MD-295 Baltimore Washington Pkwy.,Capital Beltway,Greenbelt,Prince George's,MD,20770,US,US/Eastern,KCGS,2022-09-08 09:20:00,69.0,69.0,86.0,29.9,10.0,NNE,6.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-512853,Source2,2,2022-09-08 08:09:40,2022-09-08 08:38:52,29.64534,-90.687607,,,0.0,Right lane blocked due to crash on LA-182 Eastbound at LA-316 Bayou Blue Rd.,Highway 182,Houma,Terrebonne,LA,70364-3936,US,US/Central,KHUM,2022-09-08 07:47:00,72.0,72.0,100.0,29.85,7.0,NNW,3.0,0.0,Fair,True,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-512855,Source2,3,2022-09-08 07:49:45,2022-09-08 08:37:26,30.438559,-91.024117,,,0.0,Lane blocked due to crash on I-12 Westbound at Exit 6 Millerville Rd.,Millerville Rd,Baton Rouge,East Baton Rouge,LA,70816,US,US/Central,KBTR,2022-09-08 07:53:00,73.0,73.0,93.0,29.79,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-512856,Source2,1,2022-09-08 07:50:20,2022-09-08 08:37:34,30.541821,-91.010559,,,0.0,Crash on LA-3034 Wax Rd at Banway Dr.,Wax Rd,Greenwell Springs,East Baton Rouge,LA,70739,US,US/Central,KBTR,2022-09-08 07:53:00,73.0,73.0,93.0,29.79,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-512857,Source3,1,2022-09-08 08:23:25,2022-09-08 08:53:15,32.644081,-96.861847,,,0.0,Crash on Autobahn Dr at Stoneview Dr.,Stoneview Dr,Dallas,Dallas,TX,75237,US,US/Central,KRBD,2022-09-08 08:53:00,76.0,76.0,85.0,29.2,10.0,ESE,9.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-512858,Source3,1,2022-09-08 08:24:39,2022-09-08 09:24:27,32.775139,-96.712212,,,0.0,Crash on Military Pkwy at Lasca St.,Lasca St,Dallas,Dallas,TX,75227,US,US/Central,KHQZ,2022-09-08 08:50:00,77.0,77.0,78.0,29.47,5.0,E,5.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-512859,Source2,1,2022-09-08 08:19:43,2022-09-08 09:04:10,32.953175,-80.64829300000002,,,0.0,Crash on US-15 Jefferies Hwy at Cougar Nation Dr.,Jefferies Hwy,Walterboro,Colleton,SC,29488,US,US/Eastern,KRBW,2022-09-08 08:15:00,70.0,70.0,100.0,29.74,10.0,NNE,5.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-512860,Source3,2,2022-09-08 08:36:28,2022-09-08 09:05:37,36.882179,-79.86930799999998,,,0.0,Left hand shoulder closed and left lane closed due to crash on US-220 Southbound at Mcneil Mill Rd.,Virgil H Goode Hwy,Rocky Mount,Franklin County,VA,24151-3382,US,US/Eastern,KROA,2022-09-08 08:46:00,69.0,69.0,87.0,28.74,3.0,CALM,0.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-512861,Source2,1,2022-09-08 08:08:36,2022-09-08 08:53:08,35.782158,-78.572304,,,0.0,Crash on I-87 Southbound at Exit 3 I-440 Cliff Benson Beltline Exit 14.,,Raleigh,Wake,NC,27610,US,US/Eastern,KRDU,2022-09-08 07:51:00,71.0,71.0,93.0,29.48,10.0,NE,7.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-512862,Source3,3,2022-09-08 08:05:25,2022-09-08 08:34:31,44.294201,-88.355942,,,0.3100000023841858,Entry ramp to I-41 Southbound from WI-441 Northbound closed due to crash.,WI-441 N,Appleton,Outagamie,WI,54911,US,US/Central,KATW,2022-09-08 07:45:00,63.0,63.0,94.0,29.03,7.0,VAR,3.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-512863,Source2,1,2022-09-08 08:17:42,2022-09-08 09:06:53,26.56461,-81.852997,,,0.0,Crash on FL-739 Metro Pkwy at Crystal Dr.,Crystal Dr,Fort Myers,Lee,FL,33966,US,US/Eastern,KFMY,2022-09-08 07:53:00,77.0,77.0,94.0,29.8,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-512864,Source2,1,2022-09-08 08:22:05,2022-09-08 09:07:54,34.177303,-81.322639,,,0.0,Crash on SC-48 Columbia Ave at I-26 Exit 91.,I-26 W,Chapin,Lexington,SC,29036,US,US/Eastern,KFDW,2022-09-08 08:15:00,66.0,66.0,94.0,29.27,10.0,NE,8.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-512865,Source2,3,2022-09-08 07:22:03,2022-09-08 07:51:24,41.859779,-87.641052,,,2.470000028610229,Lane blocked due to crash on I-55 Northbound between Exit 290 Damen Ave and Exit 292 Dan Ryan Expy.,W 16th St,Chicago,Cook,IL,60616-1146,US,US/Central,KMDW,2022-09-08 06:53:00,65.0,65.0,75.0,29.39,10.0,CALM,0.0,0.0,Fair,False,False,True,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-512866,Source2,1,2022-09-08 07:23:59,2022-09-08 07:53:53,41.895199,-88.11666899999999,,,0.0,Crash on Doris Ave at Morse Ave.,25W211 Doris Ave,Carol Stream,DuPage,IL,60188-3502,US,US/Central,KDPA,2022-09-08 07:52:00,63.0,63.0,87.0,29.25,10.0,S,3.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-512867,Source2,3,2022-09-08 07:03:00,2022-09-08 07:32:35,41.984642,-87.8368,,,0.0,Lane blocked due to crash on I-90 Westbound at Exit 79 IL-171 Cumberland Ave.,I-190,Des Plaines,Cook,IL,60018,US,US/Central,KORD,2022-09-08 06:51:00,62.0,62.0,84.0,29.32,10.0,CALM,0.0,0.0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-512868,Source3,1,2022-09-08 07:23:33,2022-09-08 07:52:15,41.996632,-87.874893,,,0.0,Right hand shoulder blocked and left hand shoulder blocked due to crash on I-90 Jane Addams Tollway Eastbound after Exit 77 Devon Ave.,I-90 W,Des Plaines,Cook,IL,60018,US,US/Central,KORD,2022-09-08 07:51:00,66.0,66.0,75.0,29.32,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-512869,Source2,2,2022-09-08 06:59:42,2022-09-08 07:28:22,38.513229,-75.88230899999998,,,0.0,Right hand shoulder closed and right lane closed due to crash on US-50 Ocean Gtwy Eastbound at Maiden Forest Rd.,Maiden Forest Rd,Vienna,Dorchester,MD,21869,US,US/Eastern,KCGE,2022-09-08 06:45:00,68.0,68.0,100.0,29.89,10.0,N,8.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-512870,Source2,2,2022-09-08 06:38:25,2022-09-08 07:08:05,33.850815000000004,-117.814346,,,0.0,#1 lane blocked due to crash on CA-91 Northbound before Exit 35 Lakeview Ave.,N Lakeview Ave,Anaheim,Orange,CA,92807,US,US/Pacific,KFUL,2022-09-08 06:53:00,76.0,76.0,71.0,29.73,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-512871,Source2,1,2022-09-08 08:40:13,2022-09-08 09:09:53,32.836746000000005,-96.778717,,,0.0,Crash on Mockingbird Ln at Central Expy Svrd.,E Mockingbird Ln,Dallas,Dallas,TX,75205,US,US/Central,KDAL,2022-09-08 08:53:00,78.0,78.0,76.0,29.42,10.0,E,7.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-512872,Source2,2,2022-09-08 08:40:30,2022-09-08 09:07:57,29.915106,-95.412552,,,0.0,Left lane blocked due to crash on I-45 North Fwy Southbound at West Rd.,West Rd,Houston,Harris,TX,77037,US,US/Central,KIAH,2022-09-08 08:53:00,78.0,78.0,74.0,29.77,10.0,NNE,5.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-512873,Source2,1,2022-09-08 08:22:53,2022-09-08 08:52:08,26.667274,-81.889862,,,0.0,Crash on CR-78A Pondella Rd at US-41 Cleveland Ave.,N Cleveland Ave,North Fort Myers,Lee,FL,33903,US,US/Eastern,KFMY,2022-09-08 07:53:00,77.0,77.0,94.0,29.8,10.0,CALM,0.0,0.0,Fair,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-512874,Source3,2,2022-09-08 08:09:38,2022-09-08 08:53:38,26.70602,-80.076874,,,0.0,Three lanes blocked due to crash on FL-704 Okeechobee Blvd Eastbound at I-95 Exit 70.,Okeechobee Blvd,West Palm Beach,Palm Beach,FL,33409,US,US/Eastern,KPBI,2022-09-08 07:53:00,78.0,78.0,81.0,29.81,10.0,WSW,3.0,0.0,Partly Cloudy,False,False,True,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-512875,Source3,2,2022-09-08 08:41:03,2022-09-08 09:40:49,40.469631,-74.43375400000002,,,0.0,Lane blocked due to crash on US-1 Northbound at College Farm Rd.,Technology Way,New Brunswick,Middlesex,NJ,08901,US,US/Eastern,KLDJ,2022-09-08 09:15:00,69.0,69.0,64.0,29.92,10.0,NNE,10.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
